name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
paper:gl_abcon2_proper@10,10,0.2,1.2,1.1,0.0,1.614e-05,8.281e-06,1.9490399710179929,30,30,PASS,
paper:gl_abcon2_proper@100,100,0.1,7.4,7.4,0.0,0.0007119,0.0002044,3.482876712328767,30,30,FAIL,
paper:gl_abcon2_proper@200,200,0.1,7.4,7.4,0.0,0.003204,0.0006955,4.606757728253055,30,30,FAIL,
paper:gl_abcon2_proper@400,400,0.2,13.4,13.3,0.0,0.01402,0.00263,5.330798479087452,15,30,FAIL,
paper:gl_abcon3_proper@10,10,0.3,1.7,1.6,0.0,1.653e-05,8.439e-06,1.958762886597938,30,30,PASS,
paper:gl_abcon3_proper@100,100,0.1,7.2,7.1,0.0,0.0007715,0.0001972,3.912271805273834,30,30,FAIL,
paper:gl_abcon3_proper@200,200,0.1,6.8,6.8,0.0,0.003109,0.0007537,4.124983415151917,30,30,FAIL,
paper:gl_abcon3_proper@400,400,0.2,10.9,10.9,0.0,0.01355,0.002836,4.777856135401975,15,30,FAIL,
paper:marques_stexr_10,10,0.1,9.9,9.8,0.0,2.057e-05,7.333e-06,2.8051275057957183,30,30,FAIL,
paper:marques_stexr_20,20,0.1,2.1,2.1,0.0,5.722e-05,1.462e-05,3.913816689466484,30,30,PASS,
paper:marques_stexr_50,50,0.1,9.2,9.3,0.0,0.000292,8.761e-05,3.332952859262641,30,30,FAIL,
paper:wilkinson_cholesky_m10,21,0.3,2.9,2.8,0.0,0.0001173,2.369e-05,4.951456310679612,30,30,PASS,
paper:wilkinson_cholesky_m50,101,0.0,0.7,0.7,0.0,0.002999,0.0003176,9.442695214105793,30,30,PASS,
paper:legendre_bidiag@10,10,0.3,3.6,3.7,0.0,1.484e-05,7.794e-06,1.9040287400564537,30,30,PASS,
paper:legendre_bidiag@100,100,0.1,6.3,6.3,0.0,0.0007088,0.0002072,3.4208494208494207,30,30,FAIL,
paper:legendre_bidiag@200,200,0.1,11.4,11.4,0.0,0.002858,0.0007004,4.080525414049115,30,30,FAIL,
paper:legendre_bidiag@400,400,0.2,11.9,11.9,0.0,0.01257,0.002817,4.462193823216187,16,30,FAIL,
