name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
adv:wl_example48@200,200,0.05,0.076,0.074,2.57e-15,0.08049,0.0001503,535.5289421157685,3,30,PASS,
adv:pd_T0@200,200,0.216,1.48,1.477,7.92e-15,0.0649,0.001624,39.96305418719212,4,30,PASS,
adv:pd_T1@200,200,0.142,0.34,0.34,3.19e-13,0.06694,0.0005847,114.48606122798017,3,30,PASS,
adv:zero_diagonal@200,200,0.0,0.0,0.0,0.0,0.0103,1.505e-05,684.3853820598007,20,30,PASS,
adv:near_overflow@200,200,0.064,0.372,0.331,inf,0.05729,inf,nan,4,0,PASS,
adv:near_underflow@200,200,0.041,0.269,0.291,inf,0.05701,inf,nan,4,0,PASS,
adv:mixed_signs@200,200,0.039,0.115,0.116,7.54e-14,0.07947,0.001241,64.03706688154715,3,30,PASS,
adv:checkerboard@200,200,0.823,0.035,0.045,0.24,0.03553,0.0002884,123.19694868238557,6,30,PASS,
adv:exponential_graded_k4@200,200,0.034,0.303,0.319,1.13e-11,0.06175,0.0005309,116.31192314936901,4,30,PASS,
adv:exponential_graded_k8@200,200,0.061,0.489,0.535,5.42e-08,0.05646,0.0004183,134.97489839827875,4,30,PASS,
adv:exponential_graded_k12@200,200,0.076,0.408,0.468,0.00104,0.05089,0.000332,153.28313253012047,4,30,PASS,
adv:stemr_killer_k5@200,200,0.034,0.414,0.391,1.83e-10,0.06173,0.0004971,124.18024542345604,4,30,PASS,
adv:stemr_killer_k10@200,200,0.045,0.151,0.135,6.49e-06,0.05397,0.0003707,145.58942541138384,4,30,PASS,
adv:huge_condition_k5@200,200,0.041,0.334,0.317,1.17e-10,0.06157,0.000502,122.64940239043825,4,30,PASS,
adv:huge_condition_k10@200,200,0.039,0.386,0.435,1.39e-05,0.054,0.0003725,144.96644295302013,4,30,PASS,
adv:demmel_G1_k4@200,200,0.05,0.405,0.423,1.14e-11,0.06211,0.0005219,119.00747269591876,4,30,PASS,
adv:demmel_G1_k8@200,200,0.055,0.639,0.597,8.2e-08,0.05703,0.0004054,140.67587567834238,4,30,PASS,
adv:demmel_G1_k12@200,200,0.069,0.463,0.411,0.000744,0.05139,0.0003167,162.26712977581306,4,30,PASS,
adv:demmel_S1pe_k4@200,200,0.036,1.543,1.546,2.49e-12,0.0625,0.0006263,99.79243174197669,4,30,PASS,
adv:demmel_S1pe_k8@200,200,0.036,3.377,3.379,2.49e-08,0.04889,0.0006275,77.91235059760956,5,30,PASS,
adv:chkbd_4@200,4,1.578,0.25,0.25,5.55e-11,0.002998,2.443e-06,1227.179697093737,30,30,PASS,
adv:chkbd_16@200,16,0.558,0.062,0.281,0.0717,0.003176,4.415e-06,719.365798414496,30,30,PASS,
adv:marques_graded_k4@200,200,0.042,0.399,0.417,9.3e-12,0.06222,0.0005259,118.31146605818596,4,30,PASS,
adv:marques_graded_k8@200,200,0.045,0.387,0.351,1.28e-07,0.05708,0.0004201,135.87241133063554,4,30,PASS,
adv:exponential_graded@400,400,1.085,0.346,0.379,0.514,0.1307,0.001014,128.89546351084815,3,30,PASS,
adv:glued_repeated@400,400,0.014,0.04,0.041,8.33e-16,0.0433,0.0001835,235.9673024523161,5,30,PASS,
adv:saw_tooth@400,400,0.021,1.863,1.861,9.93e-16,0.1635,0.002122,77.04995287464655,3,30,PASS,
adv:stemr_killer@400,400,1.149,0.291,0.261,5.03,0.09721,0.0008536,113.88238050609185,3,30,PASS,
adv:huge_condition@400,400,1.086,0.393,0.431,2.77,0.1526,0.001074,142.0856610800745,3,30,PASS,
adv:spike@400,400,0.027,0.378,0.377,3.75e-11,0.2297,0.003837,59.8644774563461,3,30,PASS,
adv:wilkinson_like@400,400,0.03,0.57,0.194,5.44e-13,0.2561,0.002974,86.11297915265635,3,30,PASS,
adv:two_clusters@400,400,0.019,1.2,1.203,4.44e-16,0.1164,0.001271,91.58143194335169,3,30,PASS,
adv:random_uniform@400,400,0.026,0.053,0.052,8.15e-14,0.3094,0.002481,124.70777912132205,3,30,PASS,
adv:diagonal_only@400,400,0.0,0.0,0.0,0.0,0.02679,2.672e-06,10026.197604790419,8,30,PASS,
adv:constant@400,400,0.0,0.0,0.0,0.0,0.02679,2.808e-06,9540.598290598291,8,30,PASS,
adv:all_equal_nontrivial@400,400,0.053,0.838,0.839,3.36e-15,0.2673,0.002501,106.87724910035985,3,30,PASS,
adv:one_big_cluster@400,400,0.959,0.226,0.228,8.66e-15,0.04328,0.001168,37.054794520547944,5,30,PASS,
adv:arithmetic_progression@400,400,0.017,0.563,0.562,3.31e-08,0.2693,0.002279,118.16586222027203,3,30,PASS,
adv:many_near_zero@400,400,0.016,0.004,0.004,0.111,0.0271,0.002326,11.650902837489252,8,30,PASS,
adv:random_dense_clusters@400,400,0.025,0.807,0.807,7.36e-14,0.2838,0.001399,202.8591851322373,3,30,PASS,
adv:constant_d_graded_e@400,400,0.997,0.757,0.757,7.63e-14,0.1416,0.007576,18.690601900739175,3,27,PASS,
adv:random_clustered_5@400,400,0.999,0.027,0.029,1.91e-13,0.03928,0.0009374,41.90313633454235,6,30,PASS,
adv:alternating_sign@400,400,0.055,1.437,1.437,4.03e-16,0.2719,0.00237,114.72573839662445,3,30,PASS,
adv:step_function@400,400,0.018,1.629,1.637,6.96e-15,0.2705,0.001428,189.42577030812325,3,30,PASS,
adv:three_clusters@400,400,0.019,0.511,0.511,4.11e-08,0.1414,0.0009307,151.92865585043515,3,30,PASS,
adv:random_sparse_e@400,400,0.018,0.008,0.007,1.75e-15,0.03026,3.079e-05,982.7866190321532,7,30,PASS,
adv:chkbd@400,400,0.024,0.006,0.005,inf,0.02711,inf,nan,8,0,PASS,
adv:marques_graded@400,400,0.021,0.428,0.45,8.36e-08,0.2199,0.001624,135.40640394088672,3,30,PASS,
adv:gl_abcon0@400,400,0.059,1.637,1.636,5.22e-16,0.2701,0.00237,113.96624472573839,3,30,PASS,
adv:gl_abcon1@400,400,0.053,1.282,1.278,inf,0.275,inf,nan,3,0,PASS,
adv:gl_abcon2@400,400,0.03,0.958,0.955,2.47e-13,0.2493,0.001986,125.52870090634441,3,30,PASS,
adv:gl_abcon3@400,400,0.022,1.592,1.592,2.07e-15,0.2714,0.006193,43.82367188761505,3,30,PASS,
adv:gl_random@400,400,0.017,0.266,0.178,1.78e-13,0.3105,0.003645,85.18518518518519,3,30,PASS,
adv:gl_gradp@400,400,0.559,0.023,0.007,inf,0.03019,inf,nan,7,0,PASS,
adv:gl_gradm@400,400,1.117,0.007,0.023,inf,0.03037,inf,nan,7,0,PASS,
adv:gl_wilkp@400,400,0.028,0.516,0.515,2.56e-13,0.1517,0.001009,150.34687809712588,3,30,PASS,
adv:gl_wilkm@400,400,0.017,1.195,1.189,1.78e-15,0.1644,0.001382,118.95803183791605,3,30,PASS,
adv:gl_wilkw@400,400,0.053,11258999068426.24,0.614,inf,0.2804,inf,nan,3,0,FAIL,
adv:gl_wilk2w@400,400,0.04,0.904,11258999068426.24,4.29e+55,0.2884,0.002645,109.03591682419659,3,30,FAIL,
